CDH2	CDH2	-1.2656448	-1.333703	-1.8117548	1.0204308	1.3950031	1.8645877	3.649416
FEZ1	FEZ1	-1.0971211	-1.0810175	-1.4640479	-1.3613868	1.7385796	3.1115313	3.6460567
FEZ1	FEZ1	-1.081605	1.0225825	-1.4406565	-1.434841	1.6566567	2.9483395	3.5757704
CACNB3	CACNB3	-1.185534	-1.1490893	-1.2622161	1.0235239	2.0964983	2.2583365	3.5739944
NCALD	NCALD	1.0582029	-1.034614	-1.0790735	1.2121208	1.7056583	1.3582032	3.53897
RTN1	RTN1	-1.064702	1.1087977	1.1587863	1.2536305	1.4106549	1.5656618	3.5370696
CITED2	CITED2	-1.4400762	-1.4772023	-1.4469303	2.1544743	3.7111413	2.880608	3.5324712
LMX1A	LMX1A	-1.1170074	-1.1006216	-1.0397786	1.0904709	2.4705663	4.2185884	3.508535
POU3F1	POU3F1	-1.1680233	-1.2660211	-1.2513868	1.2645355	2.474139	3.2588007	3.5035906
SOX11	SOX11	-1.2720066	-1.4109367	-1.1662965	1.3046263	2.0127254	2.0729322	3.49177
MMP23B	MMP23B	1.065366	1.0019939	-1.0118695	1.9357569	2.1176863	1.4927489	3.4819956
TGFBI	TGFBI	-1.1235628	-1.141652	-1.1056762	1.0151066	1.2232229	1.7062742	3.481432
CADM1	CADM1	-1.096751	1.0729468	1.0237871	1.6701955	2.0122929	2.572177	3.4785159
GDF15	GDF15	1.0507596	1.3856736	1.0743728	-1.0032665	-1.2860429	-1.2708502	3.453832
RGL1	RGL1	1.0044408	1.130044	-1.1711172	-1.160504	1.2295512	2.1851778	3.4470246
FAM116B	FAM116B	1.0352588	1.1946591	1.1144593	1.6186626	2.3877113	2.1498165	3.414887
HES5	HES5	-1.0359719	-1.1191131	1.1620245	1.5946386	1.3092539	1.0127628	3.403803
SCD5	SCD5	-1.1848888	-1.0943079	-1.0831577	-1.0241205	-1.0833305	1.1161598	3.3821783
C20ORF127	C20orf127	1.0859667	1.5262462	1.0263562	1.5160612	1.0111662	1.7742555	3.3605251
HS.137274		1.0390091	-1.0241572	-1.2087966	1.2576824	1.3967282	1.8553783	3.340463
ADA	ADA	-1.0764669	1.0795478	1.0868474	1.4899567	2.0889983	1.3394015	3.3342268
NBL1	NBL1	1.03136	1.1540272	-1.0479289	-1.1777784	-1.0863377	-1.0025724	3.3306053
ITGA5	ITGA5	1.1461916	1.5387839	1.3439155	1.297977	2.39626	2.3810601	3.311885
PTH2	PTH2	1.0416263	1.1319075	-1.0039126	1.3936759	1.9592263	1.5207254	3.3025753
LOC730417	LOC730417	1.1150254	-1.0057672	1.0237226	1.1600755	1.397865	1.3492478	3.2911549
ARRDC3	ARRDC3	1.1828166	1.348933	1.9197719	1.5298634	1.8912885	1.1002903	3.2852607
NTF3	NTF3	1.0065218	-1.0608629	1.0434351	2.7494442	5.2528963	3.6931245	3.2840471
LRRN3	LRRN3	1.0362289	-1.0012314	1.073358	1.2541634	1.7680765	2.6657095	3.278061
LOC728715	LOC728715	-1.154398	-1.0538193	1.116993	1.2794889	1.0275908	1.4978414	3.2690294
RBM33	RBM33	1.0566912	1.0306207	1.3336065	1.3547837	1.4982722	1.279183	3.2641187
GAMT	GAMT	-1.1006668	1.0508393	-1.0635911	1.1135815	1.2474475	1.622922	3.2532701
CAP2	CAP2	-1.0663501	-1.0463802	1.2540958	1.3479211	1.7440063	1.9510916	3.2415059
GPR162	GPR162	-1.1381627	-1.0273453	-1.1246375	1.1769006	1.8958396	2.2246058	3.2139688
PALM	PALM	-1.2204943	-1.1342031	-1.2892654	1.188474	1.9698446	1.5975292	3.2091591
ID2	ID2	-1.159001	-1.2459772	-1.3649436	1.1576988	2.5179315	3.9258661	3.19193
LOC728411	LOC728411	1.2187905	1.3488009	1.3871592	1.5157152	2.3631318	1.6063926	3.187234
FST	FST	-1.190668	-1.1546067	-1.1784589	1.0820228	1.6961249	4.0712266	3.1830602
CDC42EP5	CDC42EP5	-1.0113789	-1.131702	-1.4529368	1.0088701	1.4264743	1.1473858	3.1581848
LIX1	LIX1	1.0259693	-1.0793065	-1.0319412	1.079035	1.5563958	2.663443	3.1560476
ROR2	ROR2	-1.0060116	1.1030626	1.1239344	1.235048	1.8945929	3.486035	3.1481748
GADD45A	GADD45A	1.0743307	1.3066343	1.1641378	-1.2119175	-1.0462283	1.159323	3.13938
GAD1	GAD1	1.0420483	-1.0663531	-1.1061764	1.1207415	1.7204211	2.674224	3.129412
TAGLN3	TAGLN3	-1.1275135	1.0052583	-1.3125393	-1.088954	-1.4277189	-1.6242412	3.0952415
OTX2	OTX2	-1.129616	-1.3463283	-1.1420602	2.2041867	5.705608	4.237094	3.0935977
EFHD1	EFHD1	-1.1819842	1.0304084	1.1271224	1.0754365	1.1070342	1.4967635	3.0914814
SETBP1	SETBP1	-1.2080042	-1.12396	-1.0779531	2.0540156	3.058068	2.5400274	3.0886152
LOC91461	LOC91461	-1.0257121	1.0905747	1.4147832	1.6615443	3.6805518	8.987226	3.060731
GPR177	GPR177	-1.1464891	-1.1241778	-1.1189919	-1.0317444	1.2816406	1.1614257	3.050088
PHC2	PHC2	1.072913	1.0472077	1.2829682	1.7967628	2.580654	2.3265347	3.0324974
ID2	ID2	-1.2957764	-1.4468971	-1.6113406	1.0844526	2.3323002	3.9659202	3.0319767
FBN2	FBN2	-1.1996611	-1.2771479	-1.8795469	1.1904118	2.0576055	1.4949702	3.0287867
PRRT2	PRRT2	-1.0742625	-1.1016228	-1.2320489	1.1190978	1.5141524	1.6189804	3.0158226
EPB41L5	EPB41L5	-1.1490061	1.0488919	1.0630887	1.0477191	1.2438023	1.5408784	3.0122862
MTE	MTE	-1.047129	1.3821329	-1.2784288	1.1389613	-1.5616276	1.4873143	3.0088234
CTSB	CTSB	1.0310109	1.1424305	1.221904	1.7560891	2.1284375	1.8973163	3.008422
FLRT3	FLRT3	1.0763044	1.0892527	1.1408157	1.4626689	4.0064025	7.7177033	2.9988167
CXCR4	CXCR4	1.0601587	-1.0862211	-1.0825304	1.289245	2.15097	2.2675576	2.9795206
SFRS14	SFRS14	1.0020416	1.0028272	1.0042324	1.1991528	1.2080779	1.5341239	2.9630265
ST6GALNAC5	ST6GALNAC5	1.0013276	-1.1506407	-1.0033156	-1.0066805	-1.0309956	1.1598155	2.9617586
SLC16A3	SLC16A3	-1.059658	-1.2519604	-1.9921732	-1.1173365	1.1541353	-1.0775315	2.9569516
P4HA1	P4HA1	-1.1568956	-1.303706	-1.3443171	-1.1530654	-1.0778128	-1.0738174	2.9475136
FOXK1	FOXK1	1.0489864	1.0487742	-1.0114062	1.2484765	1.4613372	1.4305779	2.937942
POU3F1	POU3F1	-1.1178924	-1.1743299	-1.2207614	1.0089796	2.090626	2.636544	2.9261808
SLC29A4	SLC29A4	-1.1055039	-1.1328257	-1.2617769	1.069697	1.1236408	1.1531149	2.9017744
CDC2L6	CDC2L6	1.034941	1.0306702	1.1083304	1.4129243	1.8819648	1.7643008	2.8988285
CNTNAP1	CNTNAP1	-1.1715342	1.0229692	1.1630354	-1.0639138	1.0659571	1.5311025	2.8893626
FUT8	FUT8	-1.1125702	-1.0258368	1.1169335	1.2145393	1.6640428	2.1259036	2.8750436
RBM24	RBM24	1.065802	1.084995	-1.0059091	1.2488068	1.8685498	1.8082259	2.8687413
CYP26A1	CYP26A1	-1.0251454	-1.0155305	1.0893716	1.3281276	6.133796	7.56368	2.8645003
UPK1A	UPK1A	-1.0172845	-1.1302015	-1.3224995	1.0829085	1.3785318	1.1034544	2.8640182
ANKRD37	ANKRD37	1.0436506	-1.2167308	-1.4584749	1.2283341	1.4579953	1.003472	2.857476
BCL6	BCL6	1.2900702	1.1255562	1.1114155	1.7224277	2.6181574	2.173073	2.8504298
RGMA	RGMA	-1.2207216	-1.251502	-1.0364249	1.5033302	2.2273712	2.9035597	2.8480687
MEIS2	MEIS2	1.017697	1.022108	1.0928022	1.8825208	2.935087	3.190246	2.8265827
CD99L2	CD99L2	-1.033345	-1.1407685	1.0975881	-1.0214634	1.3324784	1.2095827	2.8207383
VIM	VIM	-1.4258149	-1.1648811	-1.6650686	-1.0560018	1.0980197	1.4490105	2.8195972
ZSWIM6	ZSWIM6	-1.0902729	-1.037607	-1.0091271	1.5175685	1.7333319	1.8915552	2.8051944
CNKSR3	CNKSR3	1.0223218	1.0946723	1.4801736	2.4938	4.352107	3.3007133	2.783037
COL2A1	COL2A1	-1.0249829	1.122451	1.1067554	1.1426624	-1.213492	-1.1306682	2.7813926
YPEL1	YPEL1	-1.108203	-1.0459484	1.056089	1.3081907	1.5300688	1.5993886	2.7749276
RAI1	RAI1	1.1054662	1.0991397	1.1523299	1.1371057	1.4048792	1.9025705	2.7580907
FLNC	FLNC	-1.0575962	1.134017	1.2751979	1.454183	1.8851053	1.8117857	2.745183
HS6ST2	HS6ST2	-1.0807413	-1.1628507	1.1515677	1.6384726	1.3109499	1.6121229	2.7359524
LOC646783	LOC646783	-1.0510565	-1.167305	1.1977348	1.3504493	1.7550998	1.7270129	2.7342463
OR7E156P	OR7E156P	1.0004238	1.031993	1.1298419	1.1635691	1.3922222	1.5393608	2.7290618
FGFR3	FGFR3	-1.1212618	-1.4674726	1.026494	2.3226652	3.0334458	2.7368848	2.7256625
C6ORF129	C6orf129	-1.0431042	-1.0831217	-1.0180895	1.4532824	1.8183362	1.426524	2.7247214
SERTAD2	SERTAD2	-1.1021354	-1.1310343	-1.1069437	1.8976789	2.1420562	1.6668078	2.7224915
SLC6A10P	SLC6A10P	-1.07723	-1.1448686	-1.1124237	1.3286327	1.7666444	1.7798282	2.722341
HS.171965		1.1219751	-1.0180278	1.0068456	1.440458	3.7111819	4.5634184	2.7214339
5-Sep	5-Sep	-1.051044	-1.1012309	-1.0964909	-1.0056701	-1.0214998	1.0870551	2.7207744
NUAK2	NUAK2	1.0356961	1.2254893	1.3338983	1.3680254	1.6064206	1.8805333	2.71246
LOC730525	LOC730525	-1.2888174	-1.2719377	-1.9419508	-1.07005	-1.188959	1.5238117	2.7079802
MT1A	MT1A	-1.0375158	1.635466	-1.8261287	-1.0214069	-1.9783705	1.2660555	2.6948118
DUSP4	DUSP4	1.0635295	1.1035603	1.1817646	1.1923444	1.5729225	1.9906261	2.6796858
GAD1	GAD1	1.324648	1.1829034	1.0484252	1.34959	2.0684366	3.0691605	2.6589973
FABP7	FABP7	1.1147447	1.2197244	-1.0571915	-1.1646035	-1.1407088	1.0007786	2.6549451
FAM84B	FAM84B	-1.2561301	-1.1130761	-1.1854223	1.3176345	1.5555845	1.5039688	2.6507387
CDH11	CDH11	-1.1703238	-1.0727549	1.1748891	1.4287671	1.8750143	2.4746635	2.6487582
AHNAK	AHNAK	1.0251184	1.0525843	1.0814606	1.830749	2.65759	2.2438772	2.6429322
AGBL5	AGBL5	-1.0719652	1.075883	-1.087254	1.4320458	1.3789672	1.4974535	2.6396358
GPR177	GPR177	1.004123	-1.05245	1.0211005	1.0346142	1.2268378	1.2943399	2.6354125
GPER	GPER	1.0874846	1.017113	-1.0494797	1.1279459	1.3716187	1.7519958	2.6348577
BMP2	BMP2	-1.1290972	-1.1469222	-1.2832067	-1.066281	2.15927	3.3096302	2.625174
PFKFB4	PFKFB4	-1.156373	-1.3152263	-1.5523932	1.074229	1.3958188	-1.0097983	2.622777
PPP1R3C	PPP1R3C	1.0302825	1.0730957	-1.1038121	1.1826239	1.8949143	1.590229	2.6217828
LOC91661	LOC91661	1.0275639	-1.0061816	1.2619665	1.8056573	2.3410347	1.0666543	2.6143248
GAMT	GAMT	-1.1733398	1.1414012	-1.0898461	-1.2143276	-1.1030777	1.4466599	2.611777
ACCN2	ACCN2	1.1278781	1.1197164	1.1822643	1.1625525	1.1947966	1.2268455	2.6055787
FOXA1	FOXA1	1.0886334	1.040875	1.0105603	1.1608989	1.389083	1.1660302	2.6006725
HS.13291		-1.032217	1.05532	1.0793493	1.3246145	2.3906624	2.084897	2.5881276
CTSB	CTSB	-1.1544943	-1.0009255	1.103296	1.3221748	1.8395917	1.9111533	2.581085
MEG3	MEG3	1.134714	1.0755697	1.1769758	1.0835397	1.2194101	1.7255995	2.5769231
PPP2R3B	PPP2R3B	-1.0823435	-1.0187501	1.0487055	1.2077084	1.3846103	1.3466934	2.5756342
MBNL2	MBNL2	-1.040649	-1.1196369	1.0082248	1.4524024	1.4432408	1.1424104	2.5612535
KIAA1772	KIAA1772	1.1724348	1.0122991	1.119058	1.2466413	2.1794477	2.2625275	2.5591757
RALGDS	RALGDS	-1.1844628	-1.0885737	-1.1297699	-1.0998352	1.1067636	1.505539	2.555446
WSB1	WSB1	1.253693	1.2801431	1.1911663	1.2512628	1.3521776	1.3132597	2.5425727
VPS37D	VPS37D	-1.0429884	-1.1129588	-1.149178	1.3775144	2.0207844	1.2067866	2.5418282
PTMS	PTMS	-1.2828358	-1.1552701	-1.6231363	1.2348616	1.5391266	1.5598636	2.5375946
FRS3	FRS3	1.0384116	-1.0330368	1.071562	1.2197325	1.4372162	1.3195549	2.5357368
USP3	USP3	-1.226882	-1.1717913	1.0243751	1.5686992	1.7986889	1.5558757	2.5312634
JAG1	JAG1	-1.1149433	-1.023509	-1.0666127	1.7219145	2.0981965	1.2824872	2.5249338
LOC387763	LOC387763	-1.0652307	-1.1123271	1.0634961	1.8796653	3.3344016	3.01347	2.5234668
C21ORF58	C21orf58	1.5108651	1.3739928	1.5145414	1.90538	2.2862635	1.8841741	2.519045
ZNF608	ZNF608	-1.101445	-1.105898	1.0214278	1.4711809	2.206289	1.8637574	2.5081518
BBS2	BBS2	1.0072277	1.1546565	1.2506182	1.5374309	1.8788663	1.7836566	2.5062268
ZSCAN18	ZSCAN18	-1.0414014	1.0673476	1.207094	1.0547979	1.3737979	1.5147253	2.505494
TMED4	TMED4	-1.0377864	1.078987	-1.0079359	1.129458	1.4990906	1.5320427	2.504665
TCF12	TCF12	-1.043538	-1.0050061	-1.0693017	1.249376	1.3184841	1.119327	2.5031352
SIL1	SIL1	1.0775695	1.1553237	1.3300292	1.1860431	1.4343779	-1.0109885	2.490773
PDLIM7	PDLIM7	-1.1007301	-1.0068508	-1.1366735	1.1082034	1.2592647	1.3385265	2.4802084
HIST1H2BD	HIST1H2BD	-1.0942565	-1.0466748	-1.587811	-1.2177973	-1.053863	-1.0510702	2.4780564
LOC643911	LOC643911	1.0063177	1.0855883	1.2169842	1.239776	1.6894625	2.4705262	2.4757218
PON2	PON2	1.0067422	1.0213077	1.0351748	1.0988663	1.2756659	1.5969442	2.4713533
NBPF20	NBPF20	1.2506783	1.4206451	1.2743893	1.4522697	1.5286913	1.7151686	2.4701726
MEST	MEST	1.0365057	1.0590597	-1.0024899	-1.0455904	-1.0892882	1.059203	2.4692514
EPB41L5	EPB41L5	1.0657048	1.0342474	-1.0198761	-1.0377829	1.1278306	1.3298229	2.467751
GLI3	GLI3	1.1474162	1.058972	1.0514045	1.3121517	1.3460784	1.6661988	2.4585562
ZFP2	ZFP2	1.1419158	1.0350988	1.1972954	1.329056	1.5571007	1.5997751	2.4572709
NDUFA4L2	NDUFA4L2	1.1223769	1.0442108	1.0958706	1.0777007	1.0859797	-1.0575019	2.442979
STRC	STRC	1.0477238	1.055149	1.169337	1.3097692	1.5262344	1.5291046	2.4405212
ABCA1	ABCA1	-1.1922858	-1.2091408	1.2942188	2.6996803	2.189806	2.2329993	2.4398303
TNFRSF19	TNFRSF19	-1.031729	-1.0244017	-1.0639781	1.1993089	3.2243533	6.2200828	2.4336646
HIST1H2BD	HIST1H2BD	-1.0481274	-1.0109566	-1.6868008	-1.2679585	-1.1740803	1.0570872	2.4232066
RBM24	RBM24	1.2249463	1.0428634	1.117659	1.2642037	1.8141398	1.645178	2.4134583
NEK2	NEK2	1.1049545	1.1270454	1.3411018	1.1813453	1.306171	1.1726598	2.412578
VIM	VIM	-1.2826846	-1.043589	-1.4729573	-1.323428	-1.219357	1.0588503	2.4082696
LOC652377	LOC652377	-1.1843636	-1.0547304	-1.1738753	-1.0672476	1.0091484	1.2580873	2.4041538
MDK	MDK	-1.0869081	1.03899	-1.0584232	-1.0370704	1.2902398	2.0877235	2.4022276
FLJ35934	FLJ35934	1.0633374	1.1450957	1.2023755	1.3752232	1.4383668	1.1712934	2.3902137
TSPAN18	TSPAN18	1.0932595	1.0030478	1.164424	1.1288799	1.045833	1.8782549	2.3900266
SAT1	SAT1	-1.155942	-1.0194161	-1.1167113	-1.2158298	-1.0936155	-1.5203611	2.3894823
CA2	CA2	-1.1218724	1.0123281	-1.2746652	-1.1668998	-1.1312898	2.1665883	2.3869717
OTX1	OTX1	-1.0600752	1.0647374	1.0132	1.059744	1.0625806	1.3256623	2.3817
TBL1X	TBL1X	-1.2114397	1.0462898	-1.0587069	1.3560741	1.7390584	1.7218635	2.3790348
BTG3	BTG3	-1.0068178	1.0861119	-1.0310835	1.2365146	1.0648633	1.0755072	2.376435
LOC255783	LOC255783	1.002191	1.0930407	1.0639994	1.1964346	1.2970426	1.3938686	2.3746011
PAPLN	PAPLN	1.0095649	-1.0086375	1.7346417	3.2053897	8.661523	5.203757	2.3596592
SYT11	SYT11	-1.2935961	-1.1883755	-1.2535794	1.0825499	1.1313149	1.326889	2.3562791
FNDC5	FNDC5	1.1463695	1.0256109	1.1336794	1.2701527	1.7330053	1.9568585	2.3541229
LOC81691	LOC81691	1.0313125	1.1771866	1.131842	1.3943223	1.358719	1.6455346	2.3516185
MT1X	MT1X	1.0520911	1.463626	-2.3473146	-1.1295737	-2.6156154	1.0146092	2.3446515
ZNF518B	ZNF518B	-1.145638	-1.0784097	1.1373461	2.3372638	2.4929123	3.0133204	2.3431163
OTX2	OTX2	-1.108568	-1.0760357	1.056472	1.6558505	3.3906593	2.8188174	2.3423
C11ORF17	C11orf17	1.1028186	1.167001	1.1512823	1.226494	1.9867696	1.1987342	2.338731
NEBL	NEBL	1.0116537	-1.0331116	-1.0540792	1.1219946	1.7823929	2.5145392	2.3382738
C6ORF141	C6orf141	-1.0657979	1.0419139	1.0300609	1.591349	2.5976467	3.6443431	2.33764
TFPI	TFPI	1.0192089	-1.0430982	-1.6171933	-1.1824841	1.6755503	1.437327	2.3346198
P4HA2	P4HA2	-1.1734494	-1.0301409	1.0258516	-1.1205573	-1.026958	-1.0928651	2.3318923
TFPI	TFPI	-1.1617652	-1.1932404	-1.7431443	-1.2828654	1.5825257	1.3520149	2.3293462
NUDT14	NUDT14	-1.0213258	1.0905371	-1.5647568	1.0188161	1.3765007	1.8127404	2.3260047
SEMA5B	SEMA5B	1.0281811	1.0597382	1.2985162	1.8447113	2.261294	2.6372354	2.3258622
HS.561735		1.0116063	1.1483568	1.2311342	1.327658	1.5897974	1.2401946	2.325758
